instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,time_of_day,casual_ratio,log_casual,log_registered,log_cnt
4873,2011-07-26,3,0,7,22,0,2,1,1,0.76,0.55,0.1343,27,131,158,Fall,Clear,Tuesday,Night/Early Morning,0.17088607594936708,3.332204510175204,4.882801922586371,5.0689042022202315
4874,2011-07-26,3,0,7,23,0,2,1,1,0.76,0.58,0.1045,18,71,89,Fall,Clear,Tuesday,Night/Early Morning,0.20224719101123595,2.9444389791664403,4.276666119016055,4.499809670330265
4875,2011-07-27,3,0,7,0,0,3,1,2,0.78,0.52,0.1642,19,26,45,Fall,Mist,Wednesday,Night/Early Morning,0.4222222222222222,2.995732273553991,3.295836866004329,3.828641396489095
4876,2011-07-27,3,0,7,1,0,3,1,1,0.78,0.49,0.194,1,9,10,Fall,Clear,Wednesday,Night/Early Morning,0.1,0.6931471805599453,2.302585092994046,2.3978952727983707
4877,2011-07-27,3,0,7,2,0,3,1,1,0.76,0.52,0.2985,1,5,6,Fall,Clear,Wednesday,Night/Early Morning,0.16666666666666666,0.6931471805599453,1.791759469228055,1.9459101490553132
4878,2011-07-27,3,0,7,3,0,3,1,1,0.72,0.58,0.1642,0,4,4,Fall,Clear,Wednesday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
4879,2011-07-27,3,0,7,4,0,3,1,1,0.72,0.51,0.194,1,3,4,Fall,Clear,Wednesday,Night/Early Morning,0.25,0.6931471805599453,1.3862943611198906,1.6094379124341003
4880,2011-07-27,3,0,7,5,0,3,1,1,0.7,0.54,0.2836,0,18,18,Fall,Clear,Wednesday,Night/Early Morning,0.0,0.0,2.9444389791664403,2.9444389791664403
4881,2011-07-27,3,0,7,6,0,3,1,1,0.7,0.54,0.2239,4,119,123,Fall,Clear,Wednesday,Morning Peak,0.032520325203252036,1.6094379124341003,4.787491742782046,4.820281565605037
4882,2011-07-27,3,0,7,7,0,3,1,1,0.72,0.48,0.2537,34,313,347,Fall,Clear,Wednesday,Morning Peak,0.09798270893371758,3.5553480614894135,5.749392985908253,5.8522024797744745
4883,2011-07-27,3,0,7,8,0,3,1,1,0.74,0.42,0.2537,28,405,433,Fall,Clear,Wednesday,Morning Peak,0.06466512702078522,3.367295829986474,6.0063531596017325,6.073044534100405
4884,2011-07-27,3,0,7,9,0,3,1,1,0.76,0.35,0.2537,27,189,216,Fall,Clear,Wednesday,Morning Peak,0.125,3.332204510175204,5.247024072160486,5.37989735354046
4885,2011-07-27,3,0,7,10,0,3,1,1,0.78,0.33,0.0,32,82,114,Fall,Clear,Wednesday,Midday,0.2807017543859649,3.4965075614664802,4.418840607796598,4.74493212836325
4886,2011-07-27,3,0,7,11,0,3,1,1,0.8,0.31,0.0,42,94,136,Fall,Clear,Wednesday,Midday,0.3088235294117647,3.7612001156935624,4.553876891600541,4.919980925828125
4887,2011-07-27,3,0,7,12,0,3,1,1,0.82,0.3,0.2836,37,132,169,Fall,Clear,Wednesday,Midday,0.21893491124260356,3.6375861597263857,4.890349128221754,5.135798437050262
4888,2011-07-27,3,0,7,13,0,3,1,1,0.84,0.3,0.3582,29,151,180,Fall,Clear,Wednesday,Midday,0.16111111111111112,3.4011973816621555,5.0238805208462765,5.198497031265826
4889,2011-07-27,3,0,7,14,0,3,1,1,0.84,0.28,0.2239,20,107,127,Fall,Clear,Wednesday,Midday,0.15748031496062992,3.044522437723423,4.68213122712422,4.852030263919617
4890,2011-07-27,3,0,7,15,0,3,1,1,0.86,0.26,0.2537,37,103,140,Fall,Clear,Wednesday,Midday,0.2642857142857143,3.6375861597263857,4.6443908991413725,4.948759890378168
4891,2011-07-27,3,0,7,16,0,3,1,1,0.86,0.25,0.1642,40,228,268,Fall,Clear,Wednesday,Evening Peak,0.14925373134328357,3.713572066704308,5.43372200355424,5.594711379601839
4892,2011-07-27,3,0,7,17,0,3,1,1,0.84,0.26,0.2239,81,491,572,Fall,Clear,Wednesday,Evening Peak,0.14160839160839161,4.406719247264253,6.198478716492308,6.35088571671474
4893,2011-07-27,3,0,7,18,0,3,1,1,0.82,0.28,0.1045,78,463,541,Fall,Clear,Wednesday,Evening Peak,0.14417744916820702,4.3694478524670215,6.139884552226255,6.295266001439646
4894,2011-07-27,3,0,7,19,0,3,1,1,0.8,0.29,0.0896,87,288,375,Fall,Clear,Wednesday,Evening Peak,0.232,4.477336814478207,5.666426688112432,5.929589143389895
4895,2011-07-27,3,0,7,20,0,3,1,1,0.76,0.45,0.2239,55,239,294,Fall,Clear,Wednesday,Night/Early Morning,0.1870748299319728,4.02535169073515,5.480638923341991,5.68697535633982
4896,2011-07-27,3,0,7,21,0,3,1,1,0.74,0.48,0.1045,49,196,245,Fall,Clear,Wednesday,Night/Early Morning,0.2,3.912023005428146,5.2832037287379885,5.5053315359323625
4897,2011-07-27,3,0,7,22,0,3,1,1,0.72,0.48,0.0,37,143,180,Fall,Clear,Wednesday,Night/Early Morning,0.20555555555555555,3.6375861597263857,4.969813299576001,5.198497031265826
4898,2011-07-27,3,0,7,23,0,3,1,1,0.74,0.45,0.0896,16,93,109,Fall,Clear,Wednesday,Night/Early Morning,0.14678899082568808,2.833213344056216,4.543294782270004,4.700480365792417
4899,2011-07-28,3,0,7,0,0,4,1,1,0.7,0.51,0.1343,14,31,45,Fall,Clear,Thursday,Night/Early Morning,0.3111111111111111,2.70805020110221,3.4657359027997265,3.828641396489095
4900,2011-07-28,3,0,7,1,0,4,1,1,0.72,0.51,0.0,3,26,29,Fall,Clear,Thursday,Night/Early Morning,0.10344827586206896,1.3862943611198906,3.295836866004329,3.4011973816621555
4901,2011-07-28,3,0,7,2,0,4,1,1,0.72,0.54,0.1045,2,5,7,Fall,Clear,Thursday,Night/Early Morning,0.2857142857142857,1.0986122886681096,1.791759469228055,2.0794415416798357
4902,2011-07-28,3,0,7,3,0,4,1,1,0.72,0.54,0.0,0,5,5,Fall,Clear,Thursday,Night/Early Morning,0.0,0.0,1.791759469228055,1.791759469228055
4903,2011-07-28,3,0,7,4,0,4,1,1,0.7,0.61,0.1045,0,6,6,Fall,Clear,Thursday,Night/Early Morning,0.0,0.0,1.9459101490553132,1.9459101490553132
4904,2011-07-28,3,0,7,5,0,4,1,1,0.7,0.65,0.1045,1,26,27,Fall,Clear,Thursday,Night/Early Morning,0.037037037037037035,0.6931471805599453,3.295836866004329,3.332204510175204
4905,2011-07-28,3,0,7,6,0,4,1,1,0.7,0.7,0.0896,6,110,116,Fall,Clear,Thursday,Morning Peak,0.05172413793103448,1.9459101490553132,4.709530201312334,4.762173934797756
4906,2011-07-28,3,0,7,7,0,4,1,1,0.72,0.7,0.1642,27,278,305,Fall,Clear,Thursday,Morning Peak,0.08852459016393442,3.332204510175204,5.631211781821365,5.723585101952381
4907,2011-07-28,3,0,7,8,0,4,1,1,0.74,0.66,0.1642,47,409,456,Fall,Clear,Thursday,Morning Peak,0.10307017543859649,3.8712010109078907,6.016157159698354,6.124683390894205
4908,2011-07-28,3,0,7,9,0,4,1,1,0.78,0.59,0.194,21,189,210,Fall,Clear,Thursday,Morning Peak,0.1,3.091042453358316,5.247024072160486,5.351858133476067
4909,2011-07-28,3,0,7,10,0,4,1,1,0.8,0.55,0.2836,30,86,116,Fall,Clear,Thursday,Midday,0.25862068965517243,3.4339872044851463,4.465908118654584,4.762173934797756
4910,2011-07-28,3,0,7,11,0,4,1,1,0.84,0.56,0.2836,41,113,154,Fall,Clear,Thursday,Midday,0.2662337662337662,3.7376696182833684,4.736198448394496,5.043425116919247
4911,2011-07-28,3,0,7,12,0,4,1,1,0.84,0.53,0.2537,35,151,186,Fall,Clear,Thursday,Midday,0.1881720430107527,3.58351893845611,5.0238805208462765,5.231108616854587
4912,2011-07-28,3,0,7,13,0,4,1,1,0.86,0.47,0.2537,26,126,152,Fall,Clear,Thursday,Midday,0.17105263157894737,3.295836866004329,4.844187086458591,5.030437921392435
4913,2011-07-28,3,0,7,14,0,4,1,2,0.84,0.49,0.2537,27,111,138,Fall,Mist,Thursday,Midday,0.1956521739130435,3.332204510175204,4.718498871295094,4.9344739331306915
4914,2011-07-28,3,0,7,15,0,4,1,1,0.86,0.5,0.194,22,124,146,Fall,Clear,Thursday,Midday,0.1506849315068493,3.1354942159291497,4.8283137373023015,4.990432586778736
4915,2011-07-28,3,0,7,16,0,4,1,1,0.86,0.47,0.1642,42,214,256,Fall,Clear,Thursday,Evening Peak,0.1640625,3.7612001156935624,5.3706380281276624,5.54907608489522
4916,2011-07-28,3,0,7,17,0,4,1,1,0.84,0.53,0.194,45,423,468,Fall,Clear,Thursday,Evening Peak,0.09615384615384616,3.828641396489095,6.049733455231958,6.150602768446279
4917,2011-07-28,3,0,7,18,0,4,1,1,0.84,0.56,0.2239,55,428,483,Fall,Clear,Thursday,Evening Peak,0.11387163561076605,4.02535169073515,6.061456918928017,6.182084906716632
4918,2011-07-28,3,0,7,19,0,4,1,1,0.82,0.59,0.194,37,285,322,Fall,Clear,Thursday,Evening Peak,0.11490683229813664,3.6375861597263857,5.655991810819852,5.777652323222656
4919,2011-07-28,3,0,7,20,0,4,1,1,0.8,0.63,0.194,41,229,270,Fall,Clear,Thursday,Night/Early Morning,0.15185185185185185,3.7376696182833684,5.438079308923196,5.602118820879701
4920,2011-07-28,3,0,7,21,0,4,1,1,0.78,0.66,0.2836,31,165,196,Fall,Clear,Thursday,Night/Early Morning,0.15816326530612246,3.4657359027997265,5.111987788356544,5.2832037287379885
4921,2011-07-28,3,0,7,22,0,4,1,1,0.76,0.7,0.2537,25,149,174,Fall,Clear,Thursday,Night/Early Morning,0.14367816091954022,3.258096538021482,5.0106352940962555,5.1647859739235145
4922,2011-07-28,3,0,7,23,0,4,1,1,0.76,0.75,0.194,28,95,123,Fall,Clear,Thursday,Night/Early Morning,0.22764227642276422,3.367295829986474,4.564348191467836,4.820281565605037
4923,2011-07-29,3,0,7,0,0,5,1,1,0.74,0.79,0.1642,12,45,57,Fall,Clear,Friday,Night/Early Morning,0.21052631578947367,2.5649493574615367,3.828641396489095,4.060443010546419
4924,2011-07-29,3,0,7,1,0,5,1,1,0.74,0.79,0.1343,12,22,34,Fall,Clear,Friday,Night/Early Morning,0.35294117647058826,2.5649493574615367,3.1354942159291497,3.5553480614894135
4925,2011-07-29,3,0,7,2,0,5,1,1,0.74,0.79,0.0,3,10,13,Fall,Clear,Friday,Night/Early Morning,0.23076923076923078,1.3862943611198906,2.3978952727983707,2.639057329615259
4926,2011-07-29,3,0,7,3,0,5,1,1,0.74,0.79,0.0,2,9,11,Fall,Clear,Friday,Night/Early Morning,0.18181818181818182,1.0986122886681096,2.302585092994046,2.4849066497880004
4927,2011-07-29,3,0,7,4,0,5,1,1,0.72,0.84,0.1343,2,4,6,Fall,Clear,Friday,Night/Early Morning,0.3333333333333333,1.0986122886681096,1.6094379124341003,1.9459101490553132
4928,2011-07-29,3,0,7,5,0,5,1,1,0.72,0.84,0.0,4,23,27,Fall,Clear,Friday,Night/Early Morning,0.14814814814814814,1.6094379124341003,3.1780538303479458,3.332204510175204
4929,2011-07-29,3,0,7,6,0,5,1,2,0.72,0.84,0.0,7,83,90,Fall,Mist,Friday,Morning Peak,0.07777777777777778,2.0794415416798357,4.430816798843313,4.51085950651685
4930,2011-07-29,3,0,7,7,0,5,1,2,0.74,0.79,0.0896,26,228,254,Fall,Mist,Friday,Morning Peak,0.10236220472440945,3.295836866004329,5.43372200355424,5.541263545158426
4931,2011-07-29,3,0,7,8,0,5,1,2,0.76,0.77,0.0,30,354,384,Fall,Mist,Friday,Morning Peak,0.078125,3.4339872044851463,5.872117789475416,5.953243334287785
4932,2011-07-29,3,0,7,9,0,5,1,1,0.86,0.47,0.2537,28,151,179,Fall,Clear,Friday,Morning Peak,0.1564245810055866,3.367295829986474,5.0238805208462765,5.19295685089021
4933,2011-07-29,3,0,7,10,0,5,1,1,0.9,0.42,0.2836,37,69,106,Fall,Clear,Friday,Midday,0.3490566037735849,3.6375861597263857,4.248495242049359,4.672828834461906
4934,2011-07-29,3,0,7,11,0,5,1,1,0.92,0.4,0.2985,43,118,161,Fall,Clear,Friday,Midday,0.2670807453416149,3.784189633918261,4.77912349311153,5.087596335232384
4935,2011-07-29,3,0,7,12,0,5,1,1,0.96,0.31,0.2836,40,95,135,Fall,Clear,Friday,Midday,0.2962962962962963,3.713572066704308,4.564348191467836,4.912654885736052
4936,2011-07-29,3,0,7,13,0,5,1,1,0.94,0.31,0.0,42,114,156,Fall,Clear,Friday,Midday,0.2692307692307692,3.7612001156935624,4.74493212836325,5.056245805348308
4937,2011-07-29,3,0,7,14,0,5,1,1,0.96,0.3,0.2239,34,114,148,Fall,Clear,Friday,Midday,0.22972972972972974,3.5553480614894135,4.74493212836325,5.003946305945459
4938,2011-07-29,3,0,7,15,0,5,1,1,0.96,0.3,0.2537,40,129,169,Fall,Clear,Friday,Midday,0.23668639053254437,3.713572066704308,4.867534450455582,5.135798437050262
4939,2011-07-29,3,0,7,16,0,5,1,1,0.96,0.3,0.3881,35,198,233,Fall,Clear,Friday,Evening Peak,0.15021459227467812,3.58351893845611,5.293304824724492,5.455321115357702
4940,2011-07-29,3,0,7,17,0,5,1,1,0.96,0.3,0.2985,47,374,421,Fall,Clear,Friday,Evening Peak,0.11163895486935867,3.8712010109078907,5.926926025970411,6.045005314036012
4941,2011-07-29,3,0,7,18,0,5,1,1,0.92,0.37,0.3284,49,313,362,Fall,Clear,Friday,Evening Peak,0.13535911602209943,3.912023005428146,5.749392985908253,5.8944028342648505
4942,2011-07-29,3,0,7,19,0,5,1,1,0.9,0.42,0.2239,22,219,241,Fall,Clear,Friday,Evening Peak,0.0912863070539419,3.1354942159291497,5.393627546352361,5.488937726156687
4943,2011-07-29,3,0,7,20,0,5,1,1,0.86,0.41,0.3284,53,153,206,Fall,Clear,Friday,Night/Early Morning,0.25728155339805825,3.9889840465642745,5.0369526024136295,5.332718793265369
4944,2011-07-29,3,0,7,21,0,5,1,1,0.82,0.46,0.1642,29,134,163,Fall,Clear,Friday,Night/Early Morning,0.17791411042944785,3.4011973816621555,4.90527477843843,5.099866427824199
4945,2011-07-29,3,0,7,22,0,5,1,1,0.8,0.49,0.2239,47,127,174,Fall,Clear,Friday,Night/Early Morning,0.27011494252873564,3.8712010109078907,4.852030263919617,5.1647859739235145
4946,2011-07-29,3,0,7,23,0,5,1,1,0.78,0.52,0.1045,26,90,116,Fall,Clear,Friday,Night/Early Morning,0.22413793103448276,3.295836866004329,4.51085950651685,4.762173934797756
4947,2011-07-30,3,0,7,0,0,6,0,1,0.76,0.55,0.194,60,73,133,Fall,Clear,Saturday,Night/Early Morning,0.45112781954887216,4.110873864173311,4.304065093204169,4.897839799950911
4948,2011-07-30,3,0,7,1,0,6,0,1,0.76,0.55,0.0896,15,75,90,Fall,Clear,Saturday,Night/Early Morning,0.16666666666666666,2.772588722239781,4.330733340286331,4.51085950651685
4949,2011-07-30,3,0,7,2,0,6,0,1,0.76,0.55,0.1045,11,31,42,Fall,Clear,Saturday,Night/Early Morning,0.2619047619047619,2.4849066497880004,3.4657359027997265,3.7612001156935624
4950,2011-07-30,3,0,7,3,0,6,0,1,0.74,0.62,0.1642,18,25,43,Fall,Clear,Saturday,Night/Early Morning,0.4186046511627907,2.9444389791664403,3.258096538021482,3.784189633918261
4951,2011-07-30,3,0,7,4,0,6,0,1,0.72,0.66,0.1642,4,6,10,Fall,Clear,Saturday,Night/Early Morning,0.4,1.6094379124341003,1.9459101490553132,2.3978952727983707
4952,2011-07-30,3,0,7,5,0,6,0,1,0.72,0.7,0.2836,4,9,13,Fall,Clear,Saturday,Night/Early Morning,0.3076923076923077,1.6094379124341003,2.302585092994046,2.639057329615259
4953,2011-07-30,3,0,7,6,0,6,0,1,0.72,0.7,0.2985,6,18,24,Fall,Clear,Saturday,Morning Peak,0.25,1.9459101490553132,2.9444389791664403,3.2188758248682006
4954,2011-07-30,3,0,7,7,0,6,0,1,0.76,0.66,0.194,3,39,42,Fall,Clear,Saturday,Morning Peak,0.07142857142857142,1.3862943611198906,3.6888794541139363,3.7612001156935624
4955,2011-07-30,3,0,7,8,0,6,0,1,0.78,0.59,0.2239,27,87,114,Fall,Clear,Saturday,Morning Peak,0.23684210526315788,3.332204510175204,4.477336814478207,4.74493212836325
4956,2011-07-30,3,0,7,9,0,6,0,1,0.82,0.46,0.2985,49,125,174,Fall,Clear,Saturday,Morning Peak,0.28160919540229884,3.912023005428146,4.836281906951478,5.1647859739235145
4957,2011-07-30,3,0,7,10,0,6,0,1,0.82,0.41,0.2985,79,182,261,Fall,Clear,Saturday,Midday,0.30268199233716475,4.382026634673881,5.209486152841421,5.568344503761097
4958,2011-07-30,3,0,7,11,0,6,0,1,0.84,0.36,0.194,111,206,317,Fall,Clear,Saturday,Midday,0.3501577287066246,4.718498871295094,5.332718793265369,5.762051382780177
4959,2011-07-30,3,0,7,12,0,6,0,1,0.84,0.32,0.1642,111,230,341,Fall,Clear,Saturday,Midday,0.3255131964809384,4.718498871295094,5.442417710521793,5.834810737062605
4960,2011-07-30,3,0,7,13,0,6,0,1,0.88,0.29,0.0,114,183,297,Fall,Clear,Saturday,Midday,0.3838383838383838,4.74493212836325,5.214935757608986,5.697093486505405
4961,2011-07-30,3,0,7,14,0,6,0,1,0.9,0.29,0.0,112,193,305,Fall,Clear,Saturday,Midday,0.36721311475409835,4.727387818712341,5.267858159063328,5.723585101952381
4962,2011-07-30,3,0,7,15,0,6,0,1,0.9,0.31,0.1343,113,189,302,Fall,Clear,Saturday,Midday,0.3741721854304636,4.736198448394496,5.247024072160486,5.713732805509369
4963,2011-07-30,3,0,7,16,0,6,0,1,0.9,0.27,0.2239,114,176,290,Fall,Clear,Saturday,Evening Peak,0.3931034482758621,4.74493212836325,5.176149732573829,5.673323267171493
4964,2011-07-30,3,0,7,17,0,6,0,1,0.9,0.29,0.1045,93,209,302,Fall,Clear,Saturday,Evening Peak,0.3079470198675497,4.543294782270004,5.3471075307174685,5.713732805509369
4965,2011-07-30,3,0,7,18,0,6,0,1,0.88,0.28,0.194,92,207,299,Fall,Clear,Saturday,Evening Peak,0.3076923076923077,4.532599493153256,5.337538079701318,5.703782474656201
4966,2011-07-30,3,0,7,19,0,6,0,1,0.74,0.33,0.2239,101,155,256,Fall,Clear,Saturday,Evening Peak,0.39453125,4.624972813284271,5.049856007249537,5.54907608489522
4967,2011-07-30,3,0,7,20,0,6,0,1,0.82,0.43,0.1343,74,132,206,Fall,Clear,Saturday,Night/Early Morning,0.3592233009708738,4.31748811353631,4.890349128221754,5.332718793265369
4968,2011-07-30,3,0,7,21,0,6,0,1,0.8,0.49,0.1642,82,123,205,Fall,Clear,Saturday,Night/Early Morning,0.4,4.418840607796598,4.820281565605037,5.327876168789581
4969,2011-07-30,3,0,7,22,0,6,0,1,0.78,0.52,0.1045,80,129,209,Fall,Clear,Saturday,Night/Early Morning,0.3827751196172249,4.394449154672439,4.867534450455582,5.3471075307174685
4970,2011-07-30,3,0,7,23,0,6,0,1,0.76,0.55,0.0896,63,114,177,Fall,Clear,Saturday,Night/Early Morning,0.3559322033898305,4.1588830833596715,4.74493212836325,5.181783550292085
4971,2011-07-31,3,0,7,0,0,0,0,1,0.76,0.55,0.0896,33,80,113,Fall,Clear,Sunday,Night/Early Morning,0.2920353982300885,3.5263605246161616,4.394449154672439,4.736198448394496
4972,2011-07-31,3,0,7,1,0,0,0,1,0.74,0.62,0.0896,8,71,79,Fall,Clear,Sunday,Night/Early Morning,0.10126582278481013,2.1972245773362196,4.276666119016055,4.382026634673881
4973,2011-07-31,3,0,7,2,0,0,0,1,0.74,0.66,0.0896,19,48,67,Fall,Clear,Sunday,Night/Early Morning,0.2835820895522388,2.995732273553991,3.8918202981106265,4.219507705176107
4974,2011-07-31,3,0,7,3,0,0,0,1,0.74,0.66,0.0,24,26,50,Fall,Clear,Sunday,Night/Early Morning,0.48,3.2188758248682006,3.295836866004329,3.9318256327243257
4975,2011-07-31,3,0,7,4,0,0,0,1,0.72,0.7,0.0,6,7,13,Fall,Clear,Sunday,Night/Early Morning,0.46153846153846156,1.9459101490553132,2.0794415416798357,2.639057329615259
4976,2011-07-31,3,0,7,5,0,0,0,1,0.72,0.69,0.0,4,4,8,Fall,Clear,Sunday,Night/Early Morning,0.5,1.6094379124341003,1.6094379124341003,2.1972245773362196
4977,2011-07-31,3,0,7,6,0,0,0,1,0.74,0.7,0.0,5,8,13,Fall,Clear,Sunday,Morning Peak,0.38461538461538464,1.791759469228055,2.1972245773362196,2.639057329615259
4978,2011-07-31,3,0,7,7,0,0,0,1,0.74,0.58,0.1343,19,26,45,Fall,Clear,Sunday,Morning Peak,0.4222222222222222,2.995732273553991,3.295836866004329,3.828641396489095
4979,2011-07-31,3,0,7,8,0,0,0,1,0.76,0.55,0.2239,54,88,142,Fall,Clear,Sunday,Morning Peak,0.38028169014084506,4.007333185232471,4.48863636973214,4.962844630259907
4980,2011-07-31,3,0,7,9,0,0,0,1,0.8,0.49,0.0,55,128,183,Fall,Clear,Sunday,Morning Peak,0.3005464480874317,4.02535169073515,4.859812404361672,5.214935757608986
4981,2011-07-31,3,0,7,10,0,0,0,1,0.84,0.36,0.1642,91,163,254,Fall,Clear,Sunday,Midday,0.35826771653543305,4.5217885770490405,5.099866427824199,5.541263545158426
4982,2011-07-31,3,0,7,11,0,0,0,1,0.86,0.28,0.1642,112,163,275,Fall,Clear,Sunday,Midday,0.4072727272727273,4.727387818712341,5.099866427824199,5.62040086571715
4983,2011-07-31,3,0,7,12,0,0,0,1,0.9,0.25,0.194,114,192,306,Fall,Clear,Sunday,Midday,0.37254901960784315,4.74493212836325,5.262690188904886,5.726847747587197
4984,2011-07-31,3,0,7,13,0,0,0,1,0.9,0.24,0.1343,114,152,266,Fall,Clear,Sunday,Midday,0.42857142857142855,4.74493212836325,5.030437921392435,5.58724865840025
4985,2011-07-31,3,0,7,14,0,0,0,1,0.9,0.24,0.1642,114,196,310,Fall,Clear,Sunday,Midday,0.36774193548387096,4.74493212836325,5.2832037287379885,5.739792912179234
4986,2011-07-31,3,0,7,15,0,0,0,1,0.92,0.18,0.2985,109,184,293,Fall,Clear,Sunday,Midday,0.3720136518771331,4.700480365792417,5.220355825078325,5.683579767338681
4987,2011-07-31,3,0,7,16,0,0,0,1,0.92,0.17,0.2836,98,208,306,Fall,Clear,Sunday,Evening Peak,0.3202614379084967,4.59511985013459,5.342334251964811,5.726847747587197
4988,2011-07-31,3,0,7,17,0,0,0,1,0.92,0.16,0.1642,114,206,320,Fall,Clear,Sunday,Evening Peak,0.35625,4.74493212836325,5.332718793265369,5.771441123130016
4989,2011-07-31,3,0,7,18,0,0,0,1,0.86,0.41,0.2836,91,213,304,Fall,Clear,Sunday,Evening Peak,0.2993421052631579,4.5217885770490405,5.365976015021851,5.720311776607412
4990,2011-07-31,3,0,7,19,0,0,0,1,0.8,0.55,0.3284,87,187,274,Fall,Clear,Sunday,Evening Peak,0.3175182481751825,4.477336814478207,5.236441962829949,5.616771097666572
4991,2011-07-31,3,0,7,20,0,0,0,1,0.8,0.55,0.3284,70,205,275,Fall,Clear,Sunday,Night/Early Morning,0.2545454545454545,4.2626798770413155,5.327876168789581,5.62040086571715
4992,2011-07-31,3,0,7,21,0,0,0,1,0.78,0.59,0.2985,68,96,164,Fall,Clear,Sunday,Night/Early Morning,0.4146341463414634,4.23410650459726,4.574710978503383,5.10594547390058
4993,2011-07-31,3,0,7,22,0,0,0,1,0.74,0.7,0.2985,25,71,96,Fall,Clear,Sunday,Night/Early Morning,0.2604166666666667,3.258096538021482,4.276666119016055,4.574710978503383
4994,2011-07-31,3,0,7,23,0,0,0,1,0.74,0.66,0.2239,14,56,70,Fall,Clear,Sunday,Night/Early Morning,0.2,2.70805020110221,4.04305126783455,4.2626798770413155
4995,2011-08-01,3,0,8,0,0,1,1,1,0.72,0.7,0.2239,7,22,29,Fall,Clear,Monday,Night/Early Morning,0.2413793103448276,2.0794415416798357,3.1354942159291497,3.4011973816621555
4996,2011-08-01,3,0,8,1,0,1,1,1,0.72,0.74,0.194,5,12,17,Fall,Clear,Monday,Night/Early Morning,0.29411764705882354,1.791759469228055,2.5649493574615367,2.8903717578961645
4997,2011-08-01,3,0,8,2,0,1,1,1,0.7,0.74,0.1045,4,7,11,Fall,Clear,Monday,Night/Early Morning,0.36363636363636365,1.6094379124341003,2.0794415416798357,2.4849066497880004
4998,2011-08-01,3,0,8,3,0,1,1,1,0.7,0.79,0.1642,0,4,4,Fall,Clear,Monday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
4999,2011-08-01,3,0,8,4,0,1,1,1,0.66,0.83,0.1343,2,2,4,Fall,Clear,Monday,Night/Early Morning,0.5,1.0986122886681096,1.0986122886681096,1.6094379124341003
5000,2011-08-01,3,0,8,5,0,1,1,1,0.66,0.83,0.1045,2,24,26,Fall,Clear,Monday,Night/Early Morning,0.07692307692307693,1.0986122886681096,3.2188758248682006,3.295836866004329
5001,2011-08-01,3,0,8,6,0,1,1,1,0.66,0.83,0.0896,3,97,100,Fall,Clear,Monday,Morning Peak,0.03,1.3862943611198906,4.584967478670572,4.61512051684126
5002,2011-08-01,3,0,8,7,0,1,1,1,0.74,0.62,0.0,24,258,282,Fall,Clear,Monday,Morning Peak,0.0851063829787234,3.2188758248682006,5.556828061699537,5.645446897643238
5003,2011-08-01,3,0,8,8,0,1,1,1,0.8,0.43,0.194,35,347,382,Fall,Clear,Monday,Morning Peak,0.09162303664921466,3.58351893845611,5.8522024797744745,5.948034989180646
5004,2011-08-01,3,0,8,9,0,1,1,1,0.82,0.41,0.0,27,139,166,Fall,Clear,Monday,Morning Peak,0.16265060240963855,3.332204510175204,4.941642422609304,5.117993812416755
5005,2011-08-01,3,0,8,10,0,1,1,1,0.86,0.36,0.1642,27,70,97,Fall,Clear,Monday,Midday,0.27835051546391754,3.332204510175204,4.2626798770413155,4.584967478670572
5006,2011-08-01,3,0,8,11,0,1,1,1,0.88,0.32,0.1642,53,66,119,Fall,Clear,Monday,Midday,0.44537815126050423,3.9889840465642745,4.204692619390966,4.787491742782046
