instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,casual_ratio,log_casual,log_registered,log_cnt
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.667917,0.132463,314.0,3814,4128.0,Winter,Mist,Thursday,0.07606589147286821,5.752572638825633,8.246695943718557,8.32579052588609
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.556667,0.374383,221.0,3402,3623.0,Spring,Mist,Friday,0.06099917195694176,5.402677381872279,8.132412674500905,8.19533366716287
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.44125,0.38061125,205.0,1544,1749.0,Spring,Clear,Saturday,0.11720983419096627,5.327876168789581,7.3427791893318455,7.4673710669175595
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.515417,0.133083,408.0,1379,1787.0,Spring,Clear,Sunday,0.22831561275881365,6.013715156042802,7.22983877815125,7.488852955733459
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.791304,0.0772304,174.0,746,920.0,Spring,Mist,Monday,0.1891304347826087,5.1647859739235145,6.616065185132817,6.825460036255307
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.734783,0.168726,440.0,573,1013.0,Spring,Mist,Tuesday,0.43435340572556763,6.089044875446846,6.352629396319567,6.921658184151129
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.823333,0.316546,9.0,432,441.0,Spring,Light Snow/Rain,Wednesday,0.02040816326530612,2.302585092994046,6.07073772800249,6.091309882077698
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.652917,0.350133,247.0,1867,2114.0,Spring,Mist,Thursday,0.11684011352885525,5.5134287461649825,7.532623618788788,7.656810091480378
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.59,0.155471,644.0,2451,3095.0,Spring,Mist,Friday,0.20807754442649434,6.4692503167957724,7.804659297056102,8.037866234709618
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.752917,0.124383,159.0,1182,1341.0,Spring,Mist,Saturday,0.1185682326621924,5.075173815233827,7.075808863978387,7.201916317531627
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.483333,0.350754,364.0,1432,1796.0,Spring,Clear,Sunday,0.2026726057906459,5.8998973535824915,7.267525427828172,7.493873886783559
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.5775,0.154846,439.0,2290,2729.0,Spring,Mist,Monday,0.160864785635764,6.0867747269123065,7.736743682453495,7.912056888179006
